tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalPosLat;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departPosLat;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
532.00;End_2;1000.00;0.00;14.94;63.00;0.94;Beg_2;0.00;0.00;0.00;tripinfo_normal_car.36 routing_normal_car.36;469.00;normal_car.36;1;7006.00;1.00;0.00;32.63;normal_car;;0;0.00
532.00;End_3;1000.00;0.00;15.60;76.00;0.14;Beg_2;0.00;0.00;0.00;tripinfo_normal_car.44 routing_normal_car.44;456.00;normal_car.44;1;7006.00;1.04;0.00;37.17;normal_car;;0;0.00
532.00;End_1;1000.00;0.00;19.43;221.00;0.20;Beg_1;34.30;0.00;0.00;tripinfo_paying_car.53 routing_paying_car.53;311.00;paying_car.53;1;6971.70;1.03;0.00;78.55;paying_car;;0;0.00
533.00;End_2;1000.00;0.00;15.84;83.00;0.25;Beg_2;10.00;0.00;0.00;tripinfo_normal_car.48 routing_normal_car.48;450.00;normal_car.48;1;6996.00;1.06;0.00;36.99;normal_car;;0;0.00
534.00;End_3;1000.00;-1.00;15.57;49.00;0.73;Beg_2;13.60;0.00;0.00;tripinfo_normal_car.28 routing_normal_car.28;485.00;normal_car.28;1;6992.40;1.04;0.00;65.82;normal_car;;0;0.00
534.00;End_1;1000.00;0.00;20.92;217.00;0.34;Beg_1;7.60;0.00;0.00;tripinfo_hov.13 routing_hov.13;317.00;hov.13;1;6998.40;1.10;0.00;83.27;hov;;0;0.00
535.00;End_1;1000.00;0.00;21.12;209.00;0.70;Beg_1;0.00;0.00;0.00;tripinfo_paying_car.50 routing_paying_car.50;326.00;paying_car.50;1;7006.00;0.92;0.00;63.90;paying_car;;0;0.00
536.00;End_2;1000.00;0.00;15.33;78.00;0.42;Beg_2;13.60;0.00;0.00;tripinfo_normal_car.45 routing_normal_car.45;458.00;normal_car.45;1;6992.40;1.02;0.00;32.69;normal_car;;0;0.00
538.00;End_2;1000.00;0.00;15.25;59.00;0.38;Beg_3;67.47;0.00;0.00;tripinfo_normal_car.34 routing_normal_car.34;479.00;normal_car.34;1;6938.53;1.02;0.00;53.90;normal_car;;0;0.00
538.00;End_3;1000.00;0.00;16.82;111.00;0.66;Beg_2;13.60;0.00;0.00;tripinfo_normal_car.64 routing_normal_car.64;427.00;normal_car.64;1;6992.40;1.12;0.00;36.56;normal_car;;0;0.00
