tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalPosLat,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departPosLat,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime
433,End_2,1000,0,14.51,123,0.99,Beg_2,0,0,0,tripinfo_normal_car.83 routing_normal_car.83,310,normal_car.83,1,7006,0.97,0,34.52,normal_car,,0,0
434,End_3,1000,0,15.33,131,0.17,Beg_2,23.6,0,0,tripinfo_normal_car.89 routing_normal_car.89,303,normal_car.89,1,6982.4,1.02,0,37.68,normal_car,,0,0
435,End_2,1000,0,16.91,124,0.52,Beg_2,10,0,0,tripinfo_normal_car.84 routing_normal_car.84,311,normal_car.84,1,6996,1.15,0,52.08,normal_car,,0,0
435,End_3,1000,0,15.11,130,0.64,Beg_2,13.6,0,0,tripinfo_normal_car.88 routing_normal_car.88,305,normal_car.88,1,6992.4,1.01,0,38.64,normal_car,,0,0
436,End_2,1000,0,15.25,133,0.7,Beg_3,0,0,0,tripinfo_normal_car.90 routing_normal_car.90,303,normal_car.90,1,7006,1.02,0,36.48,normal_car,,0,0
437,End_3,1000,0,15.85,140,0.35,Beg_3,10,0,0,tripinfo_normal_car.95 routing_normal_car.95,297,normal_car.95,1,6996,1.06,0,33.29,normal_car,,0,0
438,End_3,1000,0,15.64,128,0.11,Beg_2,0,0,0,tripinfo_normal_car.87 routing_normal_car.87,310,normal_car.87,1,7006,1.04,0,45.3,normal_car,,0,0
438,End_2,1000,0,15.15,142,0.88,Beg_3,79.1,0,0,tripinfo_normal_car.96 routing_normal_car.96,296,normal_car.96,1,6926.9,1.01,0,31.25,normal_car,,0,0
439,End_2,1000,0,16.35,146,0.47,Beg_3,10,0,0,tripinfo_normal_car.99 routing_normal_car.99,293,normal_car.99,1,6996,1.1,0,31.8,normal_car,,0,0
440,End_3,1000,-1,16.36,139,0.82,Beg_3,0,0,0,tripinfo_normal_car.94 routing_normal_car.94,301,normal_car.94,1,7006,1.09,0,38.85,normal_car,,0,0
